Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Civil_Twilight,Year,Month
MapQuest,3,2019-10-15 06:31:34,2019-10-15 07:38:06,40.852211,-73.955803,Fort Lee,Bergen,NJ,48.0,48.0,77.0,30.13,10.0,0.0,0.0,Fair,Night,2019,10.0
MapQuest,3,2019-10-15 06:40:09,2019-10-15 08:31:09,40.897343,-74.63428499999999,Ledgewood,Morris,NJ,36.0,36.0,93.0,29.69,10.0,0.0,0.0,Fair,Night,2019,10.0
MapQuest,2,2019-10-15 06:53:40,2019-10-15 07:53:33,40.470684000000006,-74.296486,South Amboy,Middlesex,NJ,48.0,48.0,77.0,30.14,10.0,0.0,0.0,Fair,Day,2019,10.0
MapQuest,2,2019-10-15 06:55:56,2019-10-15 07:58:05,40.729019,-74.973541,Washington,Warren,NJ,38.0,38.0,97.0,30.04,9.0,0.0,0.0,Fair,Day,2019,10.0
MapQuest,2,2019-10-15 06:55:56,2019-10-15 07:25:46,40.796822,-74.870239,Port Murray,Warren,NJ,38.0,38.0,97.0,30.04,9.0,0.0,0.0,Fair,Day,2019,10.0
MapQuest,3,2019-10-15 06:31:34,2019-10-15 07:37:54,40.853188,-73.960709,Fort Lee,Bergen,NJ,48.0,48.0,77.0,30.13,10.0,0.0,0.0,Fair,Night,2019,10.0
MapQuest,3,2019-10-15 07:08:44,2019-10-15 08:11:52,39.872444,-75.082207,Bellmawr,Camden,NJ,51.0,51.0,59.0,30.16,10.0,5.0,0.0,Fair,Day,2019,10.0
MapQuest,2,2019-10-15 07:10:59,2019-10-15 07:55:50,40.69566,-75.189713,Phillipsburg,Warren,NJ,42.0,42.0,89.0,29.77,10.0,0.0,0.0,Fair,Day,2019,10.0
MapQuest,3,2019-10-15 07:20:12,2019-10-15 08:42:47,40.083858,-74.760574,Columbus,Burlington,NJ,44.0,44.0,84.0,30.0,10.0,0.0,0.0,Fair,Day,2019,10.0
MapQuest,2,2019-10-15 07:29:14,2019-10-15 08:13:59,40.076778000000004,-74.156357,Brick,Ocean,NJ,47.0,45.0,80.0,30.02,10.0,5.0,0.0,Fair,Day,2019,10.0
MapQuest,2,2019-10-15 07:27:37,2019-10-15 08:13:43,40.79311,-74.785782,Long Valley,Morris,NJ,39.0,39.0,93.0,30.06,9.0,0.0,0.0,Fair,Day,2019,10.0
MapQuest,3,2019-10-15 06:31:34,2019-10-15 08:18:21,40.853188,-73.960709,Fort Lee,Bergen,NJ,48.0,48.0,77.0,30.13,10.0,0.0,0.0,Fair,Night,2019,10.0
MapQuest,2,2019-10-15 07:39:24,2019-10-15 08:25:19,40.650612,-74.220955,Elizabeth,Union,NJ,47.0,47.0,79.0,30.15,10.0,0.0,0.0,Fair,Day,2019,10.0
MapQuest,2,2019-10-15 07:55:05,2019-10-15 08:40:05,40.42197,-74.20815999999999,Hazlet,Monmouth,NJ,48.0,48.0,76.0,30.15,10.0,0.0,0.0,Fair,Day,2019,10.0
MapQuest,3,2019-10-15 08:02:15,2019-10-15 08:47:12,40.780464,-74.04937,North Bergen,Hudson,NJ,51.0,51.0,68.0,30.02,10.0,3.0,0.0,Fair,Day,2019,10.0
MapQuest,2,2019-10-15 08:15:31,2019-10-15 08:59:50,40.921764,-74.081482,Paramus,Bergen,NJ,50.0,50.0,71.0,30.15,10.0,0.0,0.0,Fair,Day,2019,10.0
MapQuest,3,2019-10-15 06:31:34,2019-10-15 08:49:05,40.853188,-73.960709,Fort Lee,Bergen,NJ,48.0,48.0,77.0,30.13,10.0,0.0,0.0,Fair,Night,2019,10.0
MapQuest,2,2019-10-15 08:23:45,2019-10-15 09:08:34,40.814381,-74.028702,North Bergen,Hudson,NJ,52.0,52.0,61.0,30.03,10.0,6.0,0.0,Fair,Day,2019,10.0
MapQuest,3,2019-10-15 09:18:18,2019-10-15 10:03:00,40.754082000000004,-74.117409,Kearny,Hudson,NJ,55.0,55.0,53.0,30.16,10.0,7.0,0.0,Fair,Day,2019,10.0
MapQuest,3,2019-10-15 09:46:00,2019-10-15 11:14:08,40.853629999999995,-73.964577,Fort Lee,Bergen,NJ,57.0,57.0,49.0,30.17,10.0,6.0,0.0,Fair,Day,2019,10.0
MapQuest,2,2019-10-15 09:52:39,2019-10-15 11:08:42,40.778304999999996,-74.04576899999999,North Bergen,Hudson,NJ,54.0,,57.0,30.04,10.0,,0.0,Fair,Day,2019,10.0
MapQuest,2,2019-10-15 10:06:25,2019-10-15 10:51:56,40.69429,-75.159523,Phillipsburg,Warren,NJ,54.0,54.0,62.0,29.78,10.0,0.0,0.0,Fair,Day,2019,10.0
MapQuest,3,2019-10-15 09:46:00,2019-10-15 11:01:24,40.853629999999995,-73.964577,Fort Lee,Bergen,NJ,57.0,57.0,49.0,30.17,10.0,6.0,0.0,Fair,Day,2019,10.0
MapQuest,2,2019-10-15 11:01:36,2019-10-15 12:18:33,40.809151,-74.177162,Bloomfield,Essex,NJ,60.0,60.0,42.0,30.17,10.0,7.0,0.0,Fair,Day,2019,10.0
MapQuest,2,2019-10-15 11:05:17,2019-10-15 11:50:39,40.6474,-74.83445,Lebanon,Hunterdon,NJ,58.0,58.0,46.0,30.07,10.0,6.0,0.0,Fair,Day,2019,10.0
MapQuest,2,2019-10-15 11:10:19,2019-10-15 12:10:36,40.78495,-74.193069,Bloomfield,Essex,NJ,60.0,60.0,42.0,30.17,10.0,7.0,0.0,Fair,Day,2019,10.0
MapQuest,2,2019-10-15 11:29:13,2019-10-15 12:29:25,38.997059,-74.806877,Wildwood,Cape May,NJ,66.0,66.0,54.0,30.15,10.0,10.0,0.0,Fair,Day,2019,10.0
MapQuest,2,2019-10-15 11:30:05,2019-10-15 12:15:03,39.816563,-75.067635,Blackwood,Camden,NJ,64.0,64.0,37.0,30.17,10.0,7.0,0.0,Partly Cloudy,Day,2019,10.0
MapQuest,2,2019-10-15 11:36:50,2019-10-15 12:21:53,40.840302,-74.823631,Hackettstown,Warren,NJ,59.0,59.0,39.0,29.71,10.0,6.0,0.0,Fair,Day,2019,10.0
MapQuest,3,2019-10-15 13:20:42,2019-10-15 14:05:19,40.877846000000005,-74.06369000000001,Hackensack,Bergen,NJ,63.0,63.0,31.0,30.13,10.0,3.0,0.0,Fair,Day,2019,10.0
MapQuest,3,2019-10-15 13:28:56,2019-10-15 15:46:30,40.757088,-74.207306,East Orange,Essex,NJ,62.0,62.0,35.0,30.11,10.0,5.0,0.0,Partly Cloudy,Day,2019,10.0
MapQuest,3,2019-10-15 14:46:03,2019-10-15 15:46:29,39.868140999999994,-75.102379,Bellmawr,Camden,NJ,66.0,66.0,33.0,30.11,10.0,3.0,0.0,Mostly Cloudy,Day,2019,10.0
MapQuest,2,2019-10-15 15:49:18,2019-10-15 16:33:54,40.824436,-74.125908,Clifton,Passaic,NJ,66.0,66.0,28.0,30.08,10.0,0.0,0.0,Fair,Day,2019,10.0
MapQuest,2,2019-10-15 15:49:57,2019-10-15 16:49:29,40.940304,-74.144554,Paterson,Passaic,NJ,66.0,66.0,28.0,30.08,10.0,0.0,0.0,Fair,Day,2019,10.0
MapQuest,3,2019-10-15 18:49:04,2019-10-15 19:33:46,40.712429,-74.196861,Newark,Essex,NJ,60.0,60.0,49.0,30.06,10.0,7.0,0.0,Fair,Night,2019,10.0
MapQuest,2,2019-10-16 06:10:30,2019-10-16 07:31:01,40.389114,-74.176994,Holmdel,Monmouth,NJ,57.0,57.0,93.0,29.83,10.0,6.0,0.0,Fair,Night,2019,10.0
MapQuest,2,2019-10-16 06:26:53,2019-10-16 07:31:02,41.035271,-74.07128900000001,Woodcliff Lake,Bergen,NJ,50.0,50.0,82.0,29.97,10.0,3.0,0.0,Cloudy,Night,2019,10.0
MapQuest,2,2019-10-16 06:48:12,2019-10-16 07:36:21,40.910851,-74.532837,Rockaway,Morris,NJ,45.0,45.0,100.0,29.79,10.0,0.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-16 07:05:40,2019-10-16 08:06:49,40.69566,-75.189713,Phillipsburg,Warren,NJ,54.0,54.0,77.0,29.51,10.0,8.0,0.0,Cloudy,Day,2019,10.0
MapQuest,3,2019-10-16 07:08:47,2019-10-16 08:09:17,40.135872,-74.715599,Bordentown,Burlington,NJ,47.0,47.0,97.0,29.71,8.0,3.0,0.0,Fair,Day,2019,10.0
MapQuest,2,2019-10-16 07:35:07,2019-10-16 08:22:43,40.594273,-74.232124,Carteret,Middlesex,NJ,61.0,61.0,79.0,29.93,10.0,0.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-16 08:01:08,2019-10-16 08:29:42,40.732459999999996,-74.221352,Irvington,Essex,NJ,61.0,61.0,75.0,29.92,10.0,7.0,0.0,Mostly Cloudy,Day,2019,10.0
MapQuest,2,2019-10-16 08:27:26,2019-10-16 09:44:34,40.694408,-74.261337,Union,Union,NJ,62.0,62.0,75.0,29.91,10.0,9.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-16 08:46:25,2019-10-16 09:31:05,40.3269,-74.64361600000001,Princeton,Mercer,NJ,55.0,55.0,100.0,29.69,7.0,6.0,0.0,Partly Cloudy,Day,2019,10.0
MapQuest,2,2019-10-16 08:58:54,2019-10-16 10:14:41,40.594273,-74.232124,Carteret,Middlesex,NJ,62.0,62.0,77.0,29.9,10.0,12.0,0.0,Mostly Cloudy,Day,2019,10.0
MapQuest,2,2019-10-16 08:58:54,2019-10-16 10:45:56,40.594273,-74.232124,Carteret,Middlesex,NJ,62.0,62.0,77.0,29.9,10.0,12.0,0.0,Mostly Cloudy,Day,2019,10.0
MapQuest,2,2019-10-16 09:11:41,2019-10-16 10:42:29,40.641407,-74.208282,Elizabeth,Union,NJ,63.0,63.0,77.0,29.9,10.0,0.0,0.0,Mostly Cloudy,Day,2019,10.0
MapQuest,2,2019-10-16 09:41:41,2019-10-16 10:27:05,40.659386,-74.286926,Cranford,Union,NJ,63.0,63.0,77.0,29.9,10.0,8.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-16 10:00:59,2019-10-16 11:16:37,40.89439,-74.044678,Hackensack,Bergen,NJ,63.0,63.0,65.0,29.89,10.0,10.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-16 10:13:25,2019-10-16 11:29:32,40.886821999999995,-73.982979,Englewood,Bergen,NJ,63.0,63.0,67.0,29.86,10.0,9.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-16 10:52:52,2019-10-16 11:53:25,40.87822,-74.166359,Clifton,Passaic,NJ,64.0,64.0,78.0,29.67,10.0,10.0,0.0,Mostly Cloudy,Day,2019,10.0
MapQuest,2,2019-10-16 11:12:48,2019-10-16 12:29:08,40.916290000000004,-74.173248,Paterson,Passaic,NJ,66.0,66.0,75.0,29.65,10.0,6.0,0.0,Cloudy,Day,2019,10.0
MapQuest,3,2019-10-16 13:10:12,2019-10-16 13:54:57,40.748062,-74.168396,Newark,Essex,NJ,66.0,66.0,78.0,29.74,10.0,10.0,0.0,Light Rain,Day,2019,10.0
MapQuest,3,2019-10-16 13:26:42,2019-10-16 14:26:24,39.876209,-75.101646,Bellmawr,Camden,NJ,65.0,65.0,87.0,29.61,10.0,9.0,0.03,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-16 13:37:34,2019-10-16 14:22:08,40.553841,-74.317871,Metuchen,Middlesex,NJ,65.0,65.0,81.0,29.7,10.0,15.0,0.0,Cloudy,Day,2019,10.0
MapQuest,3,2019-10-16 15:28:55,2019-10-16 16:13:30,39.876209,-75.101646,Bellmawr,Camden,NJ,64.0,64.0,90.0,29.56,3.0,9.0,0.1,Heavy Rain,Day,2019,10.0
MapQuest,3,2019-10-16 15:42:50,2019-10-16 16:27:33,41.022678000000006,-74.224808,Oakland,Bergen,NJ,65.0,65.0,87.0,29.45,1.0,13.0,0.32,Heavy Rain,Day,2019,10.0
MapQuest,2,2019-10-16 16:10:57,2019-10-16 16:55:20,39.476379,-74.63490300000001,Mays Landing,Atlantic,NJ,66.0,66.0,87.0,29.41,1.0,15.0,0.07,Heavy Rain,Day,2019,10.0
MapQuest,3,2019-10-16 16:15:05,2019-10-16 17:14:32,40.916824,-74.813194,Hackettstown,Warren,NJ,60.0,60.0,83.0,29.15,3.0,5.0,0.2,Rain,Day,2019,10.0
MapQuest,2,2019-10-16 16:30:12,2019-10-16 16:59:57,39.367081,-74.432953,Atlantic City,Atlantic,NJ,66.0,66.0,87.0,29.38,2.0,15.0,0.36,Heavy Rain,Day,2019,10.0
MapQuest,2,2019-10-16 16:39:38,2019-10-16 18:09:39,39.412258,-74.554405,Egg Harbor Township,Atlantic,NJ,66.0,66.0,87.0,29.38,1.0,12.0,0.49,Heavy Rain,Day,2019,10.0
MapQuest,3,2019-10-16 17:08:12,2019-10-16 18:07:32,40.754490000000004,-74.118065,Kearny,Hudson,NJ,64.0,64.0,90.0,29.51,2.0,16.0,0.07,Heavy Rain,Day,2019,10.0
MapQuest,3,2019-10-16 17:32:34,2019-10-16 18:01:59,40.686413,-74.097626,Jersey City,Hudson,NJ,62.0,62.0,93.0,29.4,4.0,7.0,0.04,Rain,Day,2019,10.0
MapQuest,3,2019-10-16 18:17:56,2019-10-16 19:02:31,39.868140999999994,-75.102379,Bellmawr,Camden,NJ,62.0,62.0,93.0,29.32,3.0,3.0,0.04,Light Rain,Day,2019,10.0
MapQuest,3,2019-10-16 19:03:30,2019-10-16 19:47:37,40.706821000000005,-74.150444,Newark,Essex,NJ,62.0,62.0,93.0,29.39,2.0,8.0,0.33,Heavy Rain,Night,2019,10.0
MapQuest,2,2019-10-16 19:17:21,2019-10-16 20:01:53,40.939316,-74.070854,Paramus,Bergen,NJ,61.0,61.0,90.0,29.34,3.0,10.0,0.45,Light Rain,Night,2019,10.0
MapQuest,3,2019-10-16 20:53:19,2019-10-16 21:52:50,40.568214000000005,-74.55674,Bound Brook,Somerset,NJ,59.0,59.0,93.0,29.14,1.0,12.0,0.37,Rain,Night,2019,10.0
MapQuest,2,2019-10-16 21:26:37,2019-10-16 21:56:11,40.865208,-74.181938,Clifton,Passaic,NJ,61.0,61.0,93.0,29.02,1.0,10.0,0.17,Heavy Rain,Night,2019,10.0
MapQuest,2,2019-10-16 22:43:57,2019-10-17 00:28:27,40.757088,-74.207306,East Orange,Essex,NJ,55.0,55.0,86.0,29.17,7.0,30.0,0.02,Light Rain / Windy,Night,2019,10.0
MapQuest,2,2019-10-17 06:43:10,2019-10-17 08:54:36,39.824020000000004,-75.082237,Blackwood,Camden,NJ,52.0,52.0,59.0,29.44,10.0,24.0,0.0,Mostly Cloudy / Windy,Night,2019,10.0
MapQuest,2,2019-10-17 06:52:16,2019-10-17 07:54:27,40.757088,-74.207306,East Orange,Essex,NJ,52.0,52.0,63.0,29.28,10.0,26.0,0.0,Mostly Cloudy / Windy,Day,2019,10.0
MapQuest,2,2019-10-17 07:07:45,2019-10-17 08:08:44,40.044647,-74.834526,Burlington,Burlington,NJ,54.0,54.0,55.0,29.3,10.0,17.0,0.0,Mostly Cloudy,Day,2019,10.0
MapQuest,2,2019-10-17 07:22:08,2019-10-17 08:36:31,39.863029,-75.081032,Bellmawr,Camden,NJ,52.0,52.0,59.0,29.44,10.0,24.0,0.0,Mostly Cloudy / Windy,Day,2019,10.0
MapQuest,2,2019-10-17 07:26:51,2019-10-17 08:29:53,40.626991,-74.30432900000001,Clark,Union,NJ,53.0,53.0,58.0,29.31,10.0,20.0,0.0,Cloudy,Day,2019,10.0
MapQuest,3,2019-10-17 07:27:25,2019-10-17 08:12:37,40.641407,-74.208282,Elizabeth,Union,NJ,53.0,53.0,58.0,29.31,10.0,20.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-17 07:26:51,2019-10-17 08:29:50,40.639961,-74.290146,Cranford,Union,NJ,53.0,53.0,58.0,29.31,10.0,20.0,0.0,Cloudy,Day,2019,10.0
MapQuest,3,2019-10-17 07:46:51,2019-10-17 08:55:18,40.644459000000005,-74.716461,Bedminster,Somerset,NJ,52.0,52.0,61.0,29.23,10.0,12.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-17 07:50:58,2019-10-17 09:36:18,40.574245,-74.638687,Raritan,Somerset,NJ,52.0,52.0,61.0,29.23,10.0,12.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-17 07:52:42,2019-10-17 08:53:02,40.696735,-75.17600300000001,Phillipsburg,Warren,NJ,,,,,,,,,Day,2019,10.0
MapQuest,2,2019-10-17 09:11:31,2019-10-17 10:11:05,40.805164000000005,-74.076897,East Rutherford,Bergen,NJ,53.0,53.0,59.0,29.3,10.0,15.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-17 10:14:26,2019-10-17 10:44:14,40.553841,-74.317871,Metuchen,Middlesex,NJ,54.0,54.0,55.0,29.33,10.0,21.0,0.0,Cloudy / Windy,Day,2019,10.0
MapQuest,2,2019-10-17 10:22:21,2019-10-17 11:28:47,40.779659,-74.975502,Washington,Warren,NJ,54.0,54.0,57.0,29.24,10.0,14.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-17 10:27:14,2019-10-17 11:59:40,40.713692,-74.317436,Springfield,Union,NJ,54.0,54.0,55.0,29.33,10.0,21.0,0.0,Cloudy / Windy,Day,2019,10.0
MapQuest,3,2019-10-17 10:30:19,2019-10-17 11:31:03,39.868140999999994,-75.102379,Bellmawr,Camden,NJ,56.0,56.0,47.0,29.48,10.0,29.0,0.0,Mostly Cloudy / Windy,Day,2019,10.0
MapQuest,3,2019-10-17 10:37:56,2019-10-17 11:44:03,39.679672,-75.486267,Penns Grove,Salem,NJ,56.0,56.0,53.0,29.44,10.0,23.0,0.0,Mostly Cloudy / Windy,Day,2019,10.0
MapQuest,2,2019-10-17 10:49:16,2019-10-17 12:04:58,40.824009000000004,-74.834,Hackettstown,Warren,NJ,51.0,51.0,66.0,28.84,10.0,13.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-17 11:26:47,2019-10-17 11:56:30,40.540915999999996,-74.757813,Neshanic Station,Hunterdon,NJ,58.0,58.0,49.0,29.25,10.0,10.0,0.0,Cloudy,Day,2019,10.0
MapQuest,3,2019-10-17 11:53:13,2019-10-17 12:52:55,40.556671,-74.435921,Piscataway,Middlesex,NJ,58.0,58.0,49.0,29.25,10.0,10.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-17 11:51:53,2019-10-17 13:21:43,40.853828,-74.829308,Hackettstown,Warren,NJ,53.0,53.0,64.0,28.85,10.0,7.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-17 12:35:31,2019-10-17 13:20:01,40.553841,-74.317871,Metuchen,Middlesex,NJ,57.0,57.0,49.0,29.33,10.0,20.0,0.0,Mostly Cloudy,Day,2019,10.0
MapQuest,3,2019-10-17 13:28:18,2019-10-17 14:27:39,39.868140999999994,-75.102379,Bellmawr,Camden,NJ,60.0,60.0,41.0,29.5,10.0,28.0,0.0,Mostly Cloudy / Windy,Day,2019,10.0
MapQuest,2,2019-10-17 13:40:31,2019-10-17 15:09:58,40.505959000000004,-74.852142,Flemington,Hunterdon,NJ,58.0,58.0,49.0,29.27,10.0,12.0,0.0,Cloudy,Day,2019,10.0
MapQuest,3,2019-10-17 13:57:35,2019-10-17 14:42:03,39.867733,-75.100739,Bellmawr,Camden,NJ,60.0,60.0,41.0,29.5,10.0,28.0,0.0,Mostly Cloudy / Windy,Day,2019,10.0
MapQuest,2,2019-10-17 13:59:23,2019-10-17 14:58:58,40.767174,-74.021164,Weehawken,Hudson,NJ,57.0,57.0,49.0,29.18,10.0,16.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-17 14:40:11,2019-10-17 16:47:00,40.331493,-74.638023,Princeton,Mercer,NJ,57.0,57.0,53.0,29.23,10.0,17.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-17 15:16:26,2019-10-17 16:00:57,40.810241999999995,-74.100952,Rutherford,Bergen,NJ,57.0,57.0,47.0,29.35,10.0,17.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-17 16:08:43,2019-10-17 16:53:03,40.744960999999996,-74.167137,Newark,Essex,NJ,57.0,57.0,53.0,29.38,10.0,26.0,0.0,Mostly Cloudy / Windy,Day,2019,10.0
MapQuest,3,2019-10-17 16:20:31,2019-10-17 17:04:57,40.780464,-74.04937,North Bergen,Hudson,NJ,56.0,56.0,55.0,29.24,10.0,16.0,0.0,Mostly Cloudy,Day,2019,10.0
MapQuest,3,2019-10-17 16:57:32,2019-10-17 18:56:07,40.754082000000004,-74.117409,Kearny,Hudson,NJ,58.0,58.0,49.0,29.41,10.0,31.0,0.0,Mostly Cloudy / Windy,Day,2019,10.0
MapQuest,2,2019-10-17 17:14:34,2019-10-17 18:44:03,40.780464,-74.04937,North Bergen,Hudson,NJ,57.0,57.0,53.0,29.26,10.0,14.0,0.0,Mostly Cloudy,Day,2019,10.0
MapQuest,3,2019-10-17 18:06:26,2019-10-17 19:05:46,40.729149,-74.539337,Basking Ridge,Somerset,NJ,56.0,56.0,53.0,29.37,10.0,13.0,0.0,Cloudy,Day,2019,10.0
MapQuest,3,2019-10-17 18:54:24,2019-10-17 19:38:55,40.859660999999996,-74.369476,Parsippany,Morris,NJ,55.0,55.0,63.0,29.3,10.0,12.0,0.0,Cloudy,Night,2019,10.0
MapQuest,3,2019-10-17 19:27:24,2019-10-17 20:11:55,40.910004,-74.50518000000001,Rockaway,Morris,NJ,54.0,54.0,67.0,29.34,10.0,13.0,0.0,Cloudy,Night,2019,10.0
MapQuest,2,2019-10-17 19:50:23,2019-10-17 21:34:53,40.562481,-74.322807,Iselin,Middlesex,NJ,56.0,56.0,54.0,29.53,10.0,20.0,0.0,Cloudy,Night,2019,10.0
MapQuest,2,2019-10-17 20:58:23,2019-10-17 21:27:28,40.754421,-74.167282,Newark,Essex,NJ,55.0,55.0,55.0,29.54,10.0,25.0,0.0,Mostly Cloudy / Windy,Night,2019,10.0
MapQuest,2,2019-10-18 04:46:46,2019-10-18 06:42:40,39.840603,-75.143936,Woodbury,Gloucester,NJ,48.0,44.0,66.0,29.78,10.0,9.0,0.0,Fair,Night,2019,10.0
MapQuest,4,2019-10-18 06:19:22,2019-10-18 07:53:54,40.637386,-74.89874300000001,Clinton,Hunterdon,NJ,51.0,51.0,63.0,29.63,10.0,14.0,0.0,Cloudy,Night,2019,10.0
MapQuest,2,2019-10-18 06:28:56,2019-10-18 07:14:34,39.754967,-75.27628299999999,Swedesboro,Gloucester,NJ,48.0,43.0,66.0,29.82,10.0,10.0,0.0,Fair,Night,2019,10.0
MapQuest,2,2019-10-18 07:25:36,2019-10-18 08:12:35,40.70565,-75.182121,Phillipsburg,Warren,NJ,,,,,,,,,Day,2019,10.0
MapQuest,2,2019-10-18 07:59:20,2019-10-18 08:28:40,40.785046,-74.200272,Bloomfield,Essex,NJ,51.0,51.0,54.0,29.77,10.0,10.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-18 07:59:20,2019-10-18 08:45:54,40.829868,-74.177216,Bloomfield,Essex,NJ,51.0,51.0,54.0,29.77,10.0,10.0,0.0,Cloudy,Day,2019,10.0
MapQuest,3,2019-10-18 08:54:00,2019-10-18 09:39:13,40.706821000000005,-74.150444,Newark,Essex,NJ,52.0,52.0,59.0,29.8,10.0,18.0,0.0,Mostly Cloudy,Day,2019,10.0
MapQuest,3,2019-10-18 09:18:55,2019-10-18 10:07:00,40.731995,-74.124977,Newark,Essex,NJ,52.0,52.0,59.0,29.8,10.0,18.0,0.0,Mostly Cloudy,Day,2019,10.0
MapQuest,2,2019-10-18 09:48:05,2019-10-18 11:19:07,40.217548,-74.252121,Freehold,Monmouth,NJ,,,,,,,,,Day,2019,10.0
MapQuest,2,2019-10-18 09:47:26,2019-10-18 10:16:58,40.486354999999996,-74.430847,New Brunswick,Middlesex,NJ,53.0,53.0,56.0,29.82,10.0,10.0,0.0,Mostly Cloudy,Day,2019,10.0
MapQuest,2,2019-10-18 09:48:43,2019-10-18 10:49:09,40.841499,-74.823769,Hackettstown,Warren,NJ,51.0,51.0,61.0,29.38,10.0,3.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-18 11:02:34,2019-10-18 12:18:10,40.37215,-74.143188,Middletown,Monmouth,NJ,,,,,,,,,Day,2019,10.0
MapQuest,2,2019-10-18 11:05:47,2019-10-18 14:11:03,39.744061,-74.995079,Sicklerville,Camden,NJ,54.0,54.0,55.0,29.82,10.0,9.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-18 12:23:01,2019-10-18 13:02:00,40.262138,-74.421127,Millstone Township,Monmouth,NJ,,,,,,,,,Day,2019,10.0
MapQuest,2,2019-10-18 13:32:40,2019-10-18 14:48:16,40.135872,-74.715599,Bordentown,Burlington,NJ,54.0,54.0,55.0,29.66,10.0,8.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-18 13:52:12,2019-10-18 17:26:16,39.919636,-75.034912,Cherry Hill,Camden,NJ,58.0,58.0,49.0,29.83,10.0,13.0,0.0,Mostly Cloudy,Day,2019,10.0
MapQuest,3,2019-10-18 13:52:55,2019-10-18 14:54:12,40.124503999999995,-74.71721600000001,Bordentown,Burlington,NJ,54.0,54.0,55.0,29.66,10.0,8.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-18 14:20:01,2019-10-18 15:51:36,40.700199,-75.155128,Phillipsburg,Warren,NJ,,,,,,,,,Day,2019,10.0
MapQuest,2,2019-10-18 14:38:41,2019-10-18 15:53:17,40.775847999999996,-74.040451,North Bergen,Hudson,NJ,57.0,,47.0,29.72,10.0,,0.0,Mostly Cloudy,Day,2019,10.0
MapQuest,2,2019-10-18 14:59:02,2019-10-18 15:43:41,40.785678999999995,-74.894638,Port Murray,Warren,NJ,56.0,56.0,49.0,29.78,10.0,14.0,0.0,Cloudy,Day,2019,10.0
MapQuest,2,2019-10-18 16:07:09,2019-10-18 16:36:49,40.48122,-74.302017,Sayreville,Middlesex,NJ,56.0,56.0,47.0,29.88,10.0,15.0,0.0,Partly Cloudy,Day,2019,10.0
MapQuest,2,2019-10-18 17:18:14,2019-10-18 18:47:56,39.988026,-74.209885,Toms River,Ocean,NJ,,,,,,,,,Day,2019,10.0
MapQuest,2,2019-10-18 17:31:31,2019-10-18 18:17:08,39.909081,-74.98382600000001,Cherry Hill,Camden,NJ,56.0,56.0,49.0,29.87,10.0,3.0,0.0,Fair,Day,2019,10.0
MapQuest,3,2019-10-18 18:47:49,2019-10-18 19:32:22,40.731995,-74.124977,Newark,Essex,NJ,52.0,52.0,53.0,29.93,10.0,17.0,0.0,Fair,Night,2019,10.0
MapQuest,2,2019-10-18 19:25:22,2019-10-18 20:50:19,39.803387,-75.05573299999999,Blackwood,Camden,NJ,57.0,57.0,40.0,29.98,10.0,7.0,0.0,Fair,Night,2019,10.0
MapQuest,2,2019-10-18 22:29:56,2019-10-18 23:26:34,40.282959000000005,-74.082115,Tinton Falls,Monmouth,NJ,,,,,,,,,Night,2019,10.0
MapQuest,3,2019-10-18 22:28:30,2019-10-18 23:32:43,40.872616,-73.98107900000001,Leonia,Bergen,NJ,48.0,43.0,54.0,30.0,10.0,10.0,0.0,Fair,Night,2019,10.0
MapQuest,2,2019-10-19 08:36:25,2019-10-19 09:51:01,40.095364000000004,-74.732109,Columbus,Burlington,NJ,47.0,44.0,71.0,29.96,10.0,6.0,0.0,Fair,Day,2019,10.0
